nivel,metodo,heuristica,deadlocks,corrida,orden_sucesores,exito,motivo_fin,costo,empujes,nodos_expandidos,nodos_generados,frontera_maxima,frontera_final,estados_visitados,memoria_maxima,tiempo_s
n1_micro,Greedy,h4,completo,4,—,True,meta,8,5,11,27,8,7,19,27,0.000
n1_micro,Greedy,h4,completo,5,—,True,meta,8,5,11,27,8,7,19,27,0.000
n1_micro,Greedy,h5,completo,1,—,True,meta,8,5,11,27,8,7,19,27,0.000
n1_micro,Greedy,h5,completo,2,—,True,meta,8,5,11,27,8,7,19,27,0.000
n1_micro,Greedy,h5,completo,3,—,True,meta,8,5,11,27,8,7,19,27,0.000
n1_micro,Greedy,h5,completo,4,—,True,meta,8,5,11,27,8,7,19,27,0.000
n1_micro,Greedy,h5,completo,5,—,True,meta,8,5,11,27,8,7,19,27,0.000
n1_micro,Greedy,h6,completo,1,—,True,meta,8,5,8,19,9,8,17,26,0.000
n1_micro,Greedy,h6,completo,2,—,True,meta,8,5,8,19,9,8,17,26,0.000
n1_micro,Greedy,h6,completo,3,—,True,meta,8,5,8,19,9,8,17,26,0.000
n1_micro,Greedy,h6,completo,4,—,True,meta,8,5,8,19,9,8,17,26,0.000
n1_micro,Greedy,h6,completo,5,—,True,meta,8,5,8,19,9,8,17,26,0.000
n1_micro,Greedy,hna,completo,1,—,True,meta,8,5,11,27,8,7,19,27,0.000
n1_micro,Greedy,hna,completo,2,—,True,meta,8,5,11,27,8,7,19,27,0.000
n1_micro,Greedy,hna,completo,3,—,True,meta,8,5,11,27,8,7,19,27,0.000
n1_micro,Greedy,hna,completo,4,—,True,meta,8,5,11,27,8,7,19,27,0.000
n1_micro,Greedy,hna,completo,5,—,True,meta,8,5,11,27,8,7,19,27,0.000
n1_micro,Greedy,hna4,completo,1,—,True,meta,8,5,11,27,8,7,19,27,0.000
n1_micro,Greedy,hna4,completo,2,—,True,meta,8,5,11,27,8,7,19,27,0.000
n1_micro,Greedy,hna4,completo,3,—,True,meta,8,5,11,27,8,7,19,27,0.000
n1_micro,Greedy,hna4,completo,4,—,True,meta,8,5,11,27,8,7,19,27,0.000
n1_micro,Greedy,hna4,completo,5,—,True,meta,8,5,11,27,8,7,19,27,0.000
n2_akk04,Greedy,h0,completo,1,—,True,meta,45,18,9839,24719,661,635,10475,11111,0.047
n2_akk04,Greedy,h0,completo,2,—,True,meta,45,18,9839,24719,661,635,10475,11111,0.045
n2_akk04,Greedy,h0,completo,3,—,True,meta,45,18,9839,24719,661,635,10475,11111,0.047
n2_akk04,Greedy,h0,completo,4,—,True,meta,45,18,9839,24719,661,635,10475,11111,0.049
n2_akk04,Greedy,h0,completo,5,—,True,meta,45,18,9839,24719,661,635,10475,11111,0.045
n2_akk04,Greedy,h1,completo,1,—,True,meta,45,18,9183,23120,658,657,9841,10499,0.042
n2_akk04,Greedy,h1,completo,2,—,True,meta,45,18,9183,23120,658,657,9841,10499,0.035
n2_akk04,Greedy,h1,completo,3,—,True,meta,45,18,9183,23120,658,657,9841,10499,0.036
n2_akk04,Greedy,h1,completo,4,—,True,meta,45,18,9183,23120,658,657,9841,10499,0.036
n2_akk04,Greedy,h1,completo,5,—,True,meta,45,18,9183,23120,658,657,9841,10499,0.037
n2_akk04,Greedy,h2,completo,1,—,True,meta,45,18,903,2188,56,55,959,1015,0.004
n2_akk04,Greedy,h2,completo,2,—,True,meta,45,18,903,2188,56,55,959,1015,0.004
n2_akk04,Greedy,h2,completo,3,—,True,meta,45,18,903,2188,56,55,959,1015,0.004
n2_akk04,Greedy,h2,completo,4,—,True,meta,45,18,903,2188,56,55,959,1015,0.004
n2_akk04,Greedy,h2,completo,5,—,True,meta,45,18,903,2188,56,55,959,1015,0.004
n2_akk04,Greedy,h3,completo,1,—,True,meta,53,20,2376,5964,98,79,2456,2536,0.012
n2_akk04,Greedy,h3,completo,2,—,True,meta,53,20,2376,5964,98,79,2456,2536,0.012
n2_akk04,Greedy,h3,completo,3,—,True,meta,53,20,2376,5964,98,79,2456,2536,0.012
n2_akk04,Greedy,h3,completo,4,—,True,meta,53,20,2376,5964,98,79,2456,2536,0.012
n2_akk04,Greedy,h3,completo,5,—,True,meta,53,20,2376,5964,98,79,2456,2536,0.012
n2_akk04,Greedy,h4,completo,1,—,True,meta,109,34,2310,5848,107,106,2417,2524,0.011
n2_akk04,Greedy,h4,completo,2,—,True,meta,109,34,2310,5848,107,106,2417,2524,0.011
n2_akk04,Greedy,h4,completo,3,—,True,meta,109,34,2310,5848,107,106,2417,2524,0.011
n2_akk04,Greedy,h4,completo,4,—,True,meta,109,34,2310,5848,107,106,2417,2524,0.011
n2_akk04,Greedy,h4,completo,5,—,True,meta,109,34,2310,5848,107,106,2417,2524,0.011
n2_akk04,Greedy,h5,completo,1,—,True,meta,103,34,2098,5335,109,108,2207,2316,0.010
n2_akk04,Greedy,h5,completo,2,—,True,meta,103,34,2098,5335,109,108,2207,2316,0.010
n2_akk04,Greedy,h5,completo,3,—,True,meta,103,34,2098,5335,109,108,2207,2316,0.010
n2_akk04,Greedy,h5,completo,4,—,True,meta,103,34,2098,5335,109,108,2207,2316,0.011
n2_akk04,Greedy,h5,completo,5,—,True,meta,103,34,2098,5335,109,108,2207,2316,0.011
n2_akk04,Greedy,h6,completo,1,—,True,meta,103,34,1565,4005,292,291,1857,2149,0.011
n2_akk04,Greedy,h6,completo,2,—,True,meta,103,34,1565,4005,292,291,1857,2149,0.011
n2_akk04,Greedy,h6,completo,3,—,True,meta,103,34,1565,4005,292,291,1857,2149,0.011
n2_akk04,Greedy,h6,completo,4,—,True,meta,103,34,1565,4005,292,291,1857,2149,0.011
n2_akk04,Greedy,h6,completo,5,—,True,meta,103,34,1565,4005,292,291,1857,2149,0.011
n2_akk04,Greedy,hna,completo,1,—,True,meta,103,34,2098,5335,109,108,2207,2316,0.011
n2_akk04,Greedy,hna,completo,2,—,True,meta,103,34,2098,5335,109,108,2207,2316,0.011
n2_akk04,Greedy,hna,completo,3,—,True,meta,103,34,2098,5335,109,108,2207,2316,0.011
n2_akk04,Greedy,hna,completo,4,—,True,meta,103,34,2098,5335,109,108,2207,2316,0.011
n2_akk04,Greedy,hna,completo,5,—,True,meta,103,34,2098,5335,109,108,2207,2316,0.011
n2_akk04,Greedy,hna4,completo,1,—,True,meta,103,34,2098,5335,109,108,2207,2316,0.011
n2_akk04,Greedy,hna4,completo,2,—,True,meta,103,34,2098,5335,109,108,2207,2316,0.011
n2_akk04,Greedy,hna4,completo,3,—,True,meta,103,34,2098,5335,109,108,2207,2316,0.011
n2_akk04,Greedy,hna4,completo,4,—,True,meta,103,34,2098,5335,109,108,2207,2316,0.011
n2_akk04,Greedy,hna4,completo,5,—,True,meta,103,34,2098,5335,109,108,2207,2316,0.011
n3_caminata,Greedy,h0,completo,1,—,True,meta,104,22,1816,4353,79,9,1826,1836,0.007
n3_caminata,Greedy,h0,completo,2,—,True,meta,104,22,1816,4353,79,9,1826,1836,0.007
n3_caminata,Greedy,h0,completo,3,—,True,meta,104,22,1816,4353,79,9,1826,1836,0.007
n3_caminata,Greedy,h0,completo,4,—,True,meta,104,22,1816,4353,79,9,1826,1836,0.007
n3_caminata,Greedy,h0,completo,5,—,True,meta,104,22,1816,4353,79,9,1826,1836,0.007
n3_caminata,Greedy,h1,completo,1,—,True,meta,104,22,1805,4328,79,13,1819,1833,0.006
n3_caminata,Greedy,h1,completo,2,—,True,meta,104,22,1805,4328,79,13,1819,1833,0.006
n3_caminata,Greedy,h1,completo,3,—,True,meta,104,22,1805,4328,79,13,1819,1833,0.006
n3_caminata,Greedy,h1,completo,4,—,True,meta,104,22,1805,4328,79,13,1819,1833,0.006
n3_caminata,Greedy,h1,completo,5,—,True,meta,104,22,1805,4328,79,13,1819,1833,0.006
n3_caminata,Greedy,h2,completo,1,—,True,meta,116,22,1689,4053,94,17,1707,1725,0.007
n3_caminata,Greedy,h2,completo,2,—,True,meta,116,22,1689,4053,94,17,1707,1725,0.007
n3_caminata,Greedy,h2,completo,3,—,True,meta,116,22,1689,4053,94,17,1707,1725,0.007
n3_caminata,Greedy,h2,completo,4,—,True,meta,116,22,1689,4053,94,17,1707,1725,0.007
n3_caminata,Greedy,h2,completo,5,—,True,meta,116,22,1689,4053,94,17,1707,1725,0.007
n3_caminata,Greedy,h3,completo,1,—,True,meta,120,22,639,1543,41,35,675,711,0.003
n3_caminata,Greedy,h3,completo,2,—,True,meta,120,22,639,1543,41,35,675,711,0.003
n3_caminata,Greedy,h3,completo,3,—,True,meta,120,22,639,1543,41,35,675,711,0.003
n3_caminata,Greedy,h3,completo,4,—,True,meta,120,22,639,1543,41,35,675,711,0.003
n3_caminata,Greedy,h3,completo,5,—,True,meta,120,22,639,1543,41,35,675,711,0.003
n3_caminata,Greedy,h4,completo,1,—,True,meta,116,22,871,2110,56,55,927,983,0.004
n3_caminata,Greedy,h4,completo,2,—,True,meta,116,22,871,2110,56,55,927,983,0.004
n3_caminata,Greedy,h4,completo,3,—,True,meta,116,22,871,2110,56,55,927,983,0.004
n3_caminata,Greedy,h4,completo,4,—,True,meta,116,22,871,2110,56,55,927,983,0.004
n3_caminata,Greedy,h4,completo,5,—,True,meta,116,22,871,2110,56,55,927,983,0.004
n3_caminata,Greedy,h5,completo,1,—,True,meta,116,22,871,2110,56,55,927,983,0.004
n3_caminata,Greedy,h5,completo,2,—,True,meta,116,22,871,2110,56,55,927,983,0.004
n3_caminata,Greedy,h5,completo,3,—,True,meta,116,22,871,2110,56,55,927,983,0.004
n3_caminata,Greedy,h5,completo,4,—,True,meta,116,22,871,2110,56,55,927,983,0.004
n3_caminata,Greedy,h5,completo,5,—,True,meta,116,22,871,2110,56,55,927,983,0.004
n3_caminata,Greedy,h6,completo,1,—,True,meta,108,26,1243,3039,126,100,1344,1445,0.007
n3_caminata,Greedy,h6,completo,2,—,True,meta,108,26,1243,3039,126,100,1344,1445,0.007
n3_caminata,Greedy,h6,completo,3,—,True,meta,108,26,1243,3039,126,100,1344,1445,0.007
n3_caminata,Greedy,h6,completo,4,—,True,meta,108,26,1243,3039,126,100,1344,1445,0.007
n3_caminata,Greedy,h6,completo,5,—,True,meta,108,26,1243,3039,126,100,1344,1445,0.007
n3_caminata,Greedy,hna,completo,1,—,True,meta,116,22,871,2110,56,55,927,983,0.004
n3_caminata,Greedy,hna,completo,2,—,True,meta,116,22,871,2110,56,55,927,983,0.004
n3_caminata,Greedy,hna,completo,3,—,True,meta,116,22,871,2110,56,55,927,983,0.004
n3_caminata,Greedy,hna,completo,4,—,True,meta,116,22,871,2110,56,55,927,983,0.004
n3_caminata,Greedy,hna,completo,5,—,True,meta,116,22,871,2110,56,55,927,983,0.004
n3_caminata,Greedy,hna4,completo,1,—,True,meta,116,22,871,2110,56,55,927,983,0.004
n3_caminata,Greedy,hna4,completo,2,—,True,meta,116,22,871,2110,56,55,927,983,0.004
n3_caminata,Greedy,hna4,completo,3,—,True,meta,116,22,871,2110,56,55,927,983,0.004
n3_caminata,Greedy,hna4,completo,4,—,True,meta,116,22,871,2110,56,55,927,983,0.004
n3_caminata,Greedy,hna4,completo,5,—,True,meta,116,22,871,2110,56,55,927,983,0.004
n4_matching,Greedy,h0,completo,1,—,True,meta,70,22,60410,155205,2028,947,61358,62306,0.341
n4_matching,Greedy,h0,completo,2,—,True,meta,70,22,60410,155205,2028,947,61358,62306,0.317
n4_matching,Greedy,h0,completo,3,—,True,meta,70,22,60410,155205,2028,947,61358,62306,0.315
n4_matching,Greedy,h0,completo,4,—,True,meta,70,22,60410,155205,2028,947,61358,62306,0.313
n4_matching,Greedy,h0,completo,5,—,True,meta,70,22,60410,155205,2028,947,61358,62306,0.333
n4_matching,Greedy,h1,completo,1,—,True,meta,70,22,59332,152498,2028,1079,60412,61492,0.257
n4_matching,Greedy,h1,completo,2,—,True,meta,70,22,59332,152498,2028,1079,60412,61492,0.262
n4_matching,Greedy,h1,completo,3,—,True,meta,70,22,59332,152498,2028,1079,60412,61492,0.267
n4_matching,Greedy,h1,completo,4,—,True,meta,70,22,59332,152498,2028,1079,60412,61492,0.261
n4_matching,Greedy,h1,completo,5,—,True,meta,70,22,59332,152498,2028,1079,60412,61492,0.249
n4_matching,Greedy,h2,completo,1,—,True,meta,84,24,2745,7135,402,356,3102,3459,0.013
n4_matching,Greedy,h2,completo,2,—,True,meta,84,24,2745,7135,402,356,3102,3459,0.013
n4_matching,Greedy,h2,completo,3,—,True,meta,84,24,2745,7135,402,356,3102,3459,0.013
n4_matching,Greedy,h2,completo,4,—,True,meta,84,24,2745,7135,402,356,3102,3459,0.013
n4_matching,Greedy,h2,completo,5,—,True,meta,84,24,2745,7135,402,356,3102,3459,0.013
n4_matching,Greedy,h3,completo,1,—,True,meta,114,26,2934,7425,104,103,3038,3142,0.014
n4_matching,Greedy,h3,completo,2,—,True,meta,114,26,2934,7425,104,103,3038,3142,0.014
n4_matching,Greedy,h3,completo,3,—,True,meta,114,26,2934,7425,104,103,3038,3142,0.014
n4_matching,Greedy,h3,completo,4,—,True,meta,114,26,2934,7425,104,103,3038,3142,0.014
n4_matching,Greedy,h3,completo,5,—,True,meta,114,26,2934,7425,104,103,3038,3142,0.014
n4_matching,Greedy,h4,completo,1,—,True,meta,88,26,1321,3400,108,107,1429,1537,0.007
n4_matching,Greedy,h4,completo,2,—,True,meta,88,26,1321,3400,108,107,1429,1537,0.006
n4_matching,Greedy,h4,completo,3,—,True,meta,88,26,1321,3400,108,107,1429,1537,0.007
n4_matching,Greedy,h4,completo,4,—,True,meta,88,26,1321,3400,108,107,1429,1537,0.006
n4_matching,Greedy,h4,completo,5,—,True,meta,88,26,1321,3400,108,107,1429,1537,0.007
n4_matching,Greedy,h5,completo,1,—,True,meta,90,28,230,607,74,73,304,378,0.001
n4_matching,Greedy,h5,completo,2,—,True,meta,90,28,230,607,74,73,304,378,0.001
n4_matching,Greedy,h5,completo,3,—,True,meta,90,28,230,607,74,73,304,378,0.001
n4_matching,Greedy,h5,completo,4,—,True,meta,90,28,230,607,74,73,304,378,0.002
n4_matching,Greedy,h5,completo,5,—,True,meta,90,28,230,607,74,73,304,378,0.001
n4_matching,Greedy,h6,completo,1,—,True,meta,95,28,219,570,115,114,334,449,0.002
n4_matching,Greedy,h6,completo,2,—,True,meta,95,28,219,570,115,114,334,449,0.002
n4_matching,Greedy,h6,completo,3,—,True,meta,95,28,219,570,115,114,334,449,0.002
n4_matching,Greedy,h6,completo,4,—,True,meta,95,28,219,570,115,114,334,449,0.002
n4_matching,Greedy,h6,completo,5,—,True,meta,95,28,219,570,115,114,334,449,0.002
n4_matching,Greedy,hna,completo,1,—,True,meta,90,28,230,607,74,73,304,378,0.001
n4_matching,Greedy,hna,completo,2,—,True,meta,90,28,230,607,74,73,304,378,0.001
n4_matching,Greedy,hna,completo,3,—,True,meta,90,28,230,607,74,73,304,378,0.001
n4_matching,Greedy,hna,completo,4,—,True,meta,90,28,230,607,74,73,304,378,0.001
n4_matching,Greedy,hna,completo,5,—,True,meta,90,28,230,607,74,73,304,378,0.001
n4_matching,Greedy,hna4,completo,1,—,True,meta,90,28,230,607,74,73,304,378,0.001
n4_matching,Greedy,hna4,completo,2,—,True,meta,90,28,230,607,74,73,304,378,0.001
n4_matching,Greedy,hna4,completo,3,—,True,meta,90,28,230,607,74,73,304,378,0.001
n4_matching,Greedy,hna4,completo,4,—,True,meta,90,28,230,607,74,73,304,378,0.001
n4_matching,Greedy,hna4,completo,5,—,True,meta,90,28,230,607,74,73,304,378,0.001
n5_limite,Greedy,h0,completo,1,—,True,meta,306,99,429817,1064551,4917,99,429917,430017,2.518
n5_limite,Greedy,h0,completo,2,—,True,meta,306,99,429817,1064551,4917,99,429917,430017,2.535
n5_limite,Greedy,h0,completo,3,—,True,meta,306,99,429817,1064551,4917,99,429917,430017,2.426
n5_limite,Greedy,h0,completo,4,—,True,meta,306,99,429817,1064551,4917,99,429917,430017,2.463
n5_limite,Greedy,h0,completo,5,—,True,meta,306,99,429817,1064551,4917,99,429917,430017,2.511
n5_limite,Greedy,h1,completo,1,—,True,meta,306,99,429708,1064301,4917,110,429819,429930,2.104
n5_limite,Greedy,h1,completo,2,—,True,meta,306,99,429708,1064301,4917,110,429819,429930,2.079
n5_limite,Greedy,h1,completo,3,—,True,meta,306,99,429708,1064301,4917,110,429819,429930,1.987
n5_limite,Greedy,h1,completo,4,—,True,meta,306,99,429708,1064301,4917,110,429819,429930,2.072
n5_limite,Greedy,h1,completo,5,—,True,meta,306,99,429708,1064301,4917,110,429819,429930,2.062
n5_limite,Greedy,h2,completo,1,—,True,meta,380,103,425501,1054329,8480,102,425604,425707,2.541
n5_limite,Greedy,h2,completo,2,—,True,meta,380,103,425501,1054329,8480,102,425604,425707,2.558
n5_limite,Greedy,h2,completo,3,—,True,meta,380,103,425501,1054329,8480,102,425604,425707,2.547
n5_limite,Greedy,h2,completo,4,—,True,meta,380,103,425501,1054329,8480,102,425604,425707,2.554
n5_limite,Greedy,h2,completo,5,—,True,meta,380,103,425501,1054329,8480,102,425604,425707,2.381
n5_limite,Greedy,h3,completo,1,—,True,meta,482,105,206097,511988,3396,2243,208341,210585,1.167
n5_limite,Greedy,h3,completo,2,—,True,meta,482,105,206097,511988,3396,2243,208341,210585,1.182
n5_limite,Greedy,h3,completo,3,—,True,meta,482,105,206097,511988,3396,2243,208341,210585,1.162
n5_limite,Greedy,h3,completo,4,—,True,meta,482,105,206097,511988,3396,2243,208341,210585,1.164
n5_limite,Greedy,h3,completo,5,—,True,meta,482,105,206097,511988,3396,2243,208341,210585,1.174
n5_limite,Greedy,h4,completo,1,—,True,meta,456,105,238202,591399,6671,2756,240959,243716,1.362
n5_limite,Greedy,h4,completo,2,—,True,meta,456,105,238202,591399,6671,2756,240959,243716,1.355
n5_limite,Greedy,h4,completo,3,—,True,meta,456,105,238202,591399,6671,2756,240959,243716,1.469
n5_limite,Greedy,h4,completo,4,—,True,meta,456,105,238202,591399,6671,2756,240959,243716,1.428
n5_limite,Greedy,h4,completo,5,—,True,meta,456,105,238202,591399,6671,2756,240959,243716,1.414
n5_limite,Greedy,h5,completo,1,—,True,meta,390,99,197713,497769,1956,1682,199396,201079,1.093
n5_limite,Greedy,h5,completo,2,—,True,meta,390,99,197713,497769,1956,1682,199396,201079,1.114
n5_limite,Greedy,h5,completo,3,—,True,meta,390,99,197713,497769,1956,1682,199396,201079,1.108
n5_limite,Greedy,h5,completo,4,—,True,meta,390,99,197713,497769,1956,1682,199396,201079,1.041
n5_limite,Greedy,h5,completo,5,—,True,meta,390,99,197713,497769,1956,1682,199396,201079,1.052
n5_limite,Greedy,h6,completo,1,—,True,meta,390,99,231220,581477,7246,7114,238335,245450,1.602
n5_limite,Greedy,h6,completo,2,—,True,meta,390,99,231220,581477,7246,7114,238335,245450,1.712
n5_limite,Greedy,h6,completo,3,—,True,meta,390,99,231220,581477,7246,7114,238335,245450,1.666
n5_limite,Greedy,h6,completo,4,—,True,meta,390,99,231220,581477,7246,7114,238335,245450,1.659
n5_limite,Greedy,h6,completo,5,—,True,meta,390,99,231220,581477,7246,7114,238335,245450,1.631
n5_limite,Greedy,hna,completo,1,—,True,meta,390,99,197713,497769,1956,1682,199396,201079,1.097
n5_limite,Greedy,hna,completo,2,—,True,meta,390,99,197713,497769,1956,1682,199396,201079,1.109
n5_limite,Greedy,hna,completo,3,—,True,meta,390,99,197713,497769,1956,1682,199396,201079,1.137
n5_limite,Greedy,hna,completo,4,—,True,meta,390,99,197713,497769,1956,1682,199396,201079,1.048
n5_limite,Greedy,hna,completo,5,—,True,meta,390,99,197713,497769,1956,1682,199396,201079,1.056
n5_limite,Greedy,hna4,completo,1,—,True,meta,390,99,197713,497769,1956,1682,199396,201079,1.080
n5_limite,Greedy,hna4,completo,2,—,True,meta,390,99,197713,497769,1956,1682,199396,201079,1.076
n5_limite,Greedy,hna4,completo,3,—,True,meta,390,99,197713,497769,1956,1682,199396,201079,1.094
n5_limite,Greedy,hna4,completo,4,—,True,meta,390,99,197713,497769,1956,1682,199396,201079,1.113
n5_limite,Greedy,hna4,completo,5,—,True,meta,390,99,197713,497769,1956,1682,199396,201079,1.103
n1_micro,A*,h0,completo,1,—,True,meta,8,5,35,85,10,8,44,53,0.000
n1_micro,A*,h0,completo,2,—,True,meta,8,5,35,85,10,8,44,53,0.000
n1_micro,A*,h0,completo,3,—,True,meta,8,5,35,85,10,8,44,53,0.000
n1_micro,A*,h0,completo,4,—,True,meta,8,5,35,85,10,8,44,53,0.000
n1_micro,A*,h0,completo,5,—,True,meta,8,5,35,85,10,8,44,53,0.000
n1_micro,A*,h1,completo,1,—,True,meta,8,5,26,64,10,9,36,46,0.000
n1_micro,A*,h1,completo,2,—,True,meta,8,5,26,64,10,9,36,46,0.000
n1_micro,A*,h1,completo,3,—,True,meta,8,5,26,64,10,9,36,46,0.000
n1_micro,A*,h1,completo,4,—,True,meta,8,5,26,64,10,9,36,46,0.000
n1_micro,A*,h1,completo,5,—,True,meta,8,5,26,64,10,9,36,46,0.000
n1_micro,A*,h2,completo,1,—,True,meta,8,5,26,64,10,9,36,46,0.000
n1_micro,A*,h2,completo,2,—,True,meta,8,5,26,64,10,9,36,46,0.000
n1_micro,A*,h2,completo,3,—,True,meta,8,5,26,64,10,9,36,46,0.000
n1_micro,A*,h2,completo,4,—,True,meta,8,5,26,64,10,9,36,46,0.000
n1_micro,A*,h2,completo,5,—,True,meta,8,5,26,64,10,9,36,46,0.000
n1_micro,A*,h3,completo,1,—,True,meta,8,5,12,30,8,7,20,28,0.000
n1_micro,A*,h3,completo,2,—,True,meta,8,5,12,30,8,7,20,28,0.000
n1_micro,A*,h3,completo,3,—,True,meta,8,5,12,30,8,7,20,28,0.000
n1_micro,A*,h3,completo,4,—,True,meta,8,5,12,30,8,7,20,28,0.000
n1_micro,A*,h3,completo,5,—,True,meta,8,5,12,30,8,7,20,28,0.000
n1_micro,A*,h4,completo,1,—,True,meta,8,5,12,30,8,7,20,28,0.000
n1_micro,A*,h4,completo,2,—,True,meta,8,5,12,30,8,7,20,28,0.000
n1_micro,A*,h4,completo,3,—,True,meta,8,5,12,30,8,7,20,28,0.000
n1_micro,A*,h4,completo,4,—,True,meta,8,5,12,30,8,7,20,28,0.000
n1_micro,A*,h4,completo,5,—,True,meta,8,5,12,30,8,7,20,28,0.000
n1_micro,A*,h5,completo,1,—,True,meta,8,5,12,30,8,7,20,28,0.000
n1_micro,A*,h5,completo,2,—,True,meta,8,5,12,30,8,7,20,28,0.000
n1_micro,A*,h5,completo,3,—,True,meta,8,5,12,30,8,7,20,28,0.000
n1_micro,A*,h5,completo,4,—,True,meta,8,5,12,30,8,7,20,28,0.000
n1_micro,A*,h5,completo,5,—,True,meta,8,5,12,30,8,7,20,28,0.000
n1_micro,A*,h6,completo,1,—,True,meta,8,5,8,19,9,8,17,26,0.000
n1_micro,A*,h6,completo,2,—,True,meta,8,5,8,19,9,8,17,26,0.000
n1_micro,A*,h6,completo,3,—,True,meta,8,5,8,19,9,8,17,26,0.000
n1_micro,A*,h6,completo,4,—,True,meta,8,5,8,19,9,8,17,26,0.000
n1_micro,A*,h6,completo,5,—,True,meta,8,5,8,19,9,8,17,26,0.000
n1_micro,A*,hna,completo,1,—,True,meta,8,5,11,27,8,7,19,27,0.000
n1_micro,A*,hna,completo,2,—,True,meta,8,5,11,27,8,7,19,27,0.000
n1_micro,A*,hna,completo,3,—,True,meta,8,5,11,27,8,7,19,27,0.000
n1_micro,A*,hna,completo,4,—,True,meta,8,5,11,27,8,7,19,27,0.000
n1_micro,A*,hna,completo,5,—,True,meta,8,5,11,27,8,7,19,27,0.000
n1_micro,A*,hna4,completo,1,—,True,meta,8,5,11,27,8,7,19,27,0.000
n1_micro,A*,hna4,completo,2,—,True,meta,8,5,11,27,8,7,19,27,0.000
n1_micro,A*,hna4,completo,3,—,True,meta,8,5,11,27,8,7,19,27,0.000
n1_micro,A*,hna4,completo,4,—,True,meta,8,5,11,27,8,7,19,27,0.000
n1_micro,A*,hna4,completo,5,—,True,meta,8,5,11,27,8,7,19,27,0.000
n2_akk04,A*,h0,completo,1,—,True,meta,45,18,9839,24719,661,635,10475,11111,0.050
n2_akk04,A*,h0,completo,2,—,True,meta,45,18,9839,24719,661,635,10475,11111,0.050
n2_akk04,A*,h0,completo,3,—,True,meta,45,18,9839,24719,661,635,10475,11111,0.049
n2_akk04,A*,h0,completo,4,—,True,meta,45,18,9839,24719,661,635,10475,11111,0.049
n2_akk04,A*,h0,completo,5,—,True,meta,45,18,9839,24719,661,635,10475,11111,0.049
n2_akk04,A*,h1,completo,1,—,True,meta,45,18,9183,23120,658,657,9841,10499,0.039
n2_akk04,A*,h1,completo,2,—,True,meta,45,18,9183,23120,658,657,9841,10499,0.038
n2_akk04,A*,h1,completo,3,—,True,meta,45,18,9183,23120,658,657,9841,10499,0.038
n2_akk04,A*,h1,completo,4,—,True,meta,45,18,9183,23120,658,657,9841,10499,0.039
n2_akk04,A*,h1,completo,5,—,True,meta,45,18,9183,23120,658,657,9841,10499,0.038
n2_akk04,A*,h2,completo,1,—,True,meta,45,18,7945,19962,575,564,8510,9075,0.042
n2_akk04,A*,h2,completo,2,—,True,meta,45,18,7945,19962,575,564,8510,9075,0.041
n2_akk04,A*,h2,completo,3,—,True,meta,45,18,7945,19962,575,564,8510,9075,0.041
n2_akk04,A*,h2,completo,4,—,True,meta,45,18,7945,19962,575,564,8510,9075,0.041
n2_akk04,A*,h2,completo,5,—,True,meta,45,18,7945,19962,575,564,8510,9075,0.042
n2_akk04,A*,h3,completo,1,—,True,meta,45,18,6157,15498,487,485,6643,7129,0.036
n2_akk04,A*,h3,completo,2,—,True,meta,45,18,6157,15498,487,485,6643,7129,0.036
n2_akk04,A*,h3,completo,3,—,True,meta,45,18,6157,15498,487,485,6643,7129,0.035
n2_akk04,A*,h3,completo,4,—,True,meta,45,18,6157,15498,487,485,6643,7129,0.036
n2_akk04,A*,h3,completo,5,—,True,meta,45,18,6157,15498,487,485,6643,7129,0.035
n2_akk04,A*,h4,completo,1,—,True,meta,45,18,5597,14089,464,453,6051,6505,0.032
n2_akk04,A*,h4,completo,2,—,True,meta,45,18,5597,14089,464,453,6051,6505,0.047
n2_akk04,A*,h4,completo,3,—,True,meta,45,18,5597,14089,464,453,6051,6505,0.032
n2_akk04,A*,h4,completo,4,—,True,meta,45,18,5597,14089,464,453,6051,6505,0.032
n2_akk04,A*,h4,completo,5,—,True,meta,45,18,5597,14089,464,453,6051,6505,0.035
n2_akk04,A*,h5,completo,1,—,True,meta,45,18,5228,13175,501,491,5720,6212,0.030
n2_akk04,A*,h5,completo,2,—,True,meta,45,18,5228,13175,501,491,5720,6212,0.030
n2_akk04,A*,h5,completo,3,—,True,meta,45,18,5228,13175,501,491,5720,6212,0.031
n2_akk04,A*,h5,completo,4,—,True,meta,45,18,5228,13175,501,491,5720,6212,0.031
n2_akk04,A*,h5,completo,5,—,True,meta,45,18,5228,13175,501,491,5720,6212,0.031
n2_akk04,A*,h6,completo,1,—,True,meta,45,18,4460,11213,677,666,5126,5793,0.034
n2_akk04,A*,h6,completo,2,—,True,meta,45,18,4460,11213,677,666,5126,5793,0.033
n2_akk04,A*,h6,completo,3,—,True,meta,45,18,4460,11213,677,666,5126,5793,0.033
n2_akk04,A*,h6,completo,4,—,True,meta,45,18,4460,11213,677,666,5126,5793,0.033
n2_akk04,A*,h6,completo,5,—,True,meta,45,18,4460,11213,677,666,5126,5793,0.034
n2_akk04,A*,hna,completo,1,—,True,meta,45,18,1341,3384,248,247,1501,1749,0.008
n2_akk04,A*,hna,completo,2,—,True,meta,45,18,1341,3384,248,247,1501,1749,0.008
